Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
1. Bambi,1942,1h 9m,Approved,7.3,159K,91.0,The story of a young deer growing up in the forest.,https://www.imdb.com/title/tt0034492/?ref_=sr_i_1,"['Felix Salten', 'Perce Pearce', 'Larry Morey']","['James Algar', 'Samuel Armstrong', 'David Hand']","['Hardie Albright', 'Stan Alexander', 'Bobette Audrey', 'Peter Behn', 'Thelma Boardman', 'Dolyn Bramston-Cook', 'Janet Chapman', 'Jeanne Christy', 'Marion Darlington', 'Tim Davis']","$858,000 (estimated)","$7,216,741","$267,447,150","$102,247,150","August 21, 1942",['United States'],"['Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA']","['Walt Disney Animation Studios', 'Walt Disney Productions']","Nominated for 3 Oscars, 7 wins & 6 nominations total","['Animal Adventure', 'Hand-Drawn Animation', 'Adventure', 'Animation', 'Drama', 'Family']",['English']
2. Casablanca,1942,1h 42m,PG,8.5,628K,100.0,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,https://www.imdb.com/title/tt0034583/?ref_=sr_i_2,"['Philip G. Epstein', 'Julius J. Epstein', 'Howard Koch']",['Michael Curtiz'],"['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid', 'Claude Rains', 'Conrad Veidt', 'Sydney Greenstreet', 'Peter Lorre', 'S.Z. Sakall', 'Madeleine Lebeau', 'Dooley Wilson']","$950,000 (estimated)","$181,494","$4,727,083","$4,219,709","January 23, 1943",['United States'],"['Waterman Drive, Van Nuys, Los Angeles, California, USA (airport runway)']",['Warner Bros.'],"Won 3 Oscars, 17 wins & 11 nominations total","['Drama', 'Romance', 'War']","['English', 'French', 'German', 'Italian', 'Russian']"
3. Went the Day Well?,1942,1h 32m,Approved,7.5,4.6K,,An English village is occupied by disguised German paratroopers as an advance post for a planned invasion.,https://www.imdb.com/title/tt0035429/?ref_=sr_i_3,"['Graham Greene', 'John Dighton', 'Diana Morgan']",['Alberto Cavalcanti'],"['Leslie Banks', 'C.V. France', 'Valerie Taylor', 'Marie Lohr', 'Harry Fowler', 'Norman Pierce', 'Frank Lawton', 'Elizabeth Allan', 'Thora Hird', 'Muriel George']",,"$7,849","$47,214","$47,214","June 28, 1944",['United Kingdom'],"['Turville Church, Turville, Buckinghamshire, England, UK']",['Ealing Studios'],,"['Thriller', 'War']","['English', 'German']"
4. To Be or Not to Be,1942,1h 39m,Approved,8.1,46K,86.0,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",https://www.imdb.com/title/tt0035446/?ref_=sr_i_4,"['Melchior Lengyel', 'Edwin Justus Mayer', 'Ernst Lubitsch']",['Ernst Lubitsch'],"['Carole Lombard', 'Jack Benny', 'Robert Stack', 'Felix Bressart', 'Lionel Atwill', 'Stanley Ridges', 'Sig Ruman', 'Tom Dugan', 'Charles Halton', 'George Lynn']",,,"$4,578,000","$3,270,000","March 6, 1942",['United States'],,['Romaine Film Corporation'],"Nominated for 1 Oscar, 5 wins & 2 nominations total","['Screwball Comedy', 'Comedy', 'Romance', 'War']","['English', 'German', 'French']"
5. The Black Swan,1942,1h 27m,Approved,6.7,5.3K,,An ex-pirate contends with rowdy buccaneers and a love/hate relationship with an aristocratic woman who's tougher than she seems.,https://www.imdb.com/title/tt0034522/?ref_=sr_i_5,"['Ben Hecht', 'Seton I. Miller', 'Rafael Sabatini']",['Henry King'],"['Tyrone Power', ""Maureen O'Hara"", 'Laird Cregar', 'Thomas Mitchell', 'George Sanders', 'Anthony Quinn', 'George Zucco', 'Edward Ashley', 'Bonnie Bannon', 'Fortunio Bonanova']",,,,"$1,012,600","December 4, 1942",['United States'],"['Port Royal, Jamaica']",['Twentieth Century Fox'],"Won 1 Oscar, 3 wins & 2 nominations total","['Swashbuckler', 'Adventure', 'Drama']","['English', 'Spanish']"
"6. Now, Voyager",1942,1h 57m,Approved,7.8,20K,70.0,"A frumpy spinster blossoms under therapy and becomes an elegant, independent woman.",https://www.imdb.com/title/tt0035140/?ref_=sr_i_6,"['Casey Robinson', 'Olive Higgins Prouty', 'Paul Lugenbuhl']",['Irving Rapper'],"['Bette Davis', 'Paul Henreid', 'Claude Rains', 'Gladys Cooper', 'Bonita Granville', 'John Loder', 'Ilka Chase', 'Lee Patrick', 'Franklin Pangborn', 'Katharine Alexander']",,,"$10,390",,"October 31, 1942",['United States'],"['Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA']",['Warner Bros.'],"Won 1 Oscar, 6 wins & 2 nominations total","['Drama', 'Romance']","['English', 'Portuguese']"
7. Mrs. Miniver,1942,2h 14m,Approved,7.6,20K,77.0,A British family struggles to survive the first months of World War II.,https://www.imdb.com/title/tt0035093/?ref_=sr_i_7,"['Arthur Wimperis', 'George Froeschel', 'James Hilton']",['William Wyler'],"['Greer Garson', 'Walter Pidgeon', 'Teresa Wright', 'May Whitty', 'Reginald Owen', 'Henry Travers', 'Richard Ney', 'Henry Wilcoxon', 'Christopher Severn', 'Brenda Forbes']","$1,344,000 (estimated)",,,,"July 29, 1942",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']","[""Loew's""]","Won 6 Oscars, 15 wins & 7 nominations total","['Drama', 'Romance', 'War']","['English', 'German']"
8. The Gay Sisters,1942,1h 50m,Approved,6.6,961,,"Three wealthy orphans attempt to defend their ownership of their family's property, but financial and romantic problems set in.",https://www.imdb.com/title/tt0034770/?ref_=sr_i_8,"['Lenore J. Coffee', 'Stephen Longstreet']",['Irving Rapper'],"['Barbara Stanwyck', 'George Brent', 'Geraldine Fitzgerald', 'Donald Crisp', 'Gig Young', 'Nancy Coleman', 'Gene Lockhart', 'Larry Simms', 'Donald Woods', 'Grant Mitchell']","$779,000 (estimated)",,,,"August 1, 1942",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],"Awards, 2 wins total","['Drama', 'Romance']","['English', 'Italian']"
9. Cat People,1942,1h 13m,Approved,7.2,27K,85.0,An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,https://www.imdb.com/title/tt0034587/?ref_=sr_i_9,['DeWitt Bodeen'],['Jacques Tourneur'],"['Simone Simon', 'Tom Conway', 'Kent Smith', 'Jane Randolph', 'Jack Holt', 'Henrietta Burnside', 'Alec Craig', 'Eddie Dew', 'Elizabeth Dunne', 'Dynamite']","$134,000 (estimated)",,,,"December 25, 1942",['United States'],"['Stage 14, RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA']",['RKO Radio Pictures'],"Awards, 2 wins & 3 nominations total","['Supernatural Fantasy', 'Fantasy', 'Horror', 'Thriller']","['English', 'Czech', 'Serbian']"
10. Random Harvest,1942,2h 6m,Approved,7.9,8.7K,62.0,"An amnesiac World War I veteran falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-war life.",https://www.imdb.com/title/tt0035238/?ref_=sr_i_10,"['Claudine West', 'George Froeschel', 'Arthur Wimperis']",['Mervyn LeRoy'],"['Ronald Colman', 'Greer Garson', 'Philip Dorn', 'Susan Peters', 'Henry Travers', 'Reginald Owen', 'Bramwell Fletcher', 'Rhys Williams', ""Una O'Connor"", 'Aubrey Mather']","$1,210,000 (estimated)",,,,"August 31, 1943",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Nominated for 7 Oscars, 6 wins & 8 nominations total","['Drama', 'Romance']",['English']
